,0
5583,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_141.jpg
5584,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_142.jpg
5585,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_143.jpg
5586,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_144.jpg
5587,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_145.jpg
5588,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_146.jpg
5589,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_147.jpg
5590,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_148.jpg
5591,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_149.jpg
5592,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_15.jpg
5593,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_150.jpg
5594,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_151.jpg
5595,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_152.jpg
5596,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_153.jpg
5597,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_154.jpg
5598,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_155.jpg
5599,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_156.jpg
5600,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_157.jpg
5601,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_158.jpg
5602,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_159.jpg
5603,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_16.jpg
5604,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_160.jpg
5605,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_161.jpg
5606,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_162.jpg
5607,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_163.jpg
5608,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_164.jpg
5609,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_165.jpg
5610,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_166.jpg
5611,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_167.jpg
5612,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_168.jpg
5613,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_169.jpg
5614,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_17.jpg
5615,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_170.jpg
5616,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_171.jpg
5617,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_172.jpg
5618,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_173.jpg
5619,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_174.jpg
5620,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_175.jpg
5621,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_176.jpg
5622,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_177.jpg
5623,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_178.jpg
5624,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_179.jpg
5625,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_18.jpg
5626,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_180.jpg
5627,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_181.jpg
5628,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_182.jpg
5629,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_183.jpg
5630,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_184.jpg
5631,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_185.jpg
5632,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_186.jpg
5633,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_187.jpg
5634,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_188.jpg
5635,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_189.jpg
5636,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_19.jpg
5637,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_190.jpg
5638,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_191.jpg
5639,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_192.jpg
5640,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_193.jpg
5641,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_194.jpg
5642,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_195.jpg
5643,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_196.jpg
5644,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_197.jpg
5645,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_198.jpg
5646,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_199.jpg
5647,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_2.jpg
5648,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_20.jpg
5649,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_200.jpg
5650,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_201.jpg
5651,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_202.jpg
5652,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_203.jpg
5653,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_204.jpg
5654,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_21.jpg
5655,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_22.jpg
5656,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_23.jpg
5657,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_24.jpg
5658,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_25.jpg
5659,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_26.jpg
5660,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_27.jpg
5661,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_28.jpg
5662,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_29.jpg
5663,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_3.jpg
5664,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_30.jpg
5665,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_31.jpg
5666,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_32.jpg
5667,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_33.jpg
5668,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_34.jpg
5669,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_35.jpg
5670,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_36.jpg
5671,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_37.jpg
5672,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_38.jpg
5673,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_39.jpg
5674,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_4.jpg
5675,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_40.jpg
5676,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_41.jpg
5677,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_42.jpg
5678,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_43.jpg
5679,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_44.jpg
5680,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_45.jpg
5681,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_46.jpg
5682,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_47.jpg
5683,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_48.jpg
5684,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_49.jpg
5685,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_5.jpg
5686,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_50.jpg
5687,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_51.jpg
5688,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_52.jpg
5689,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_53.jpg
5690,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_54.jpg
5691,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_55.jpg
5692,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_56.jpg
5693,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_57.jpg
5694,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_58.jpg
5695,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_59.jpg
5696,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_6.jpg
5697,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_60.jpg
5698,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_61.jpg
5699,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_62.jpg
5700,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_63.jpg
5701,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_64.jpg
5702,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_65.jpg
5703,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_66.jpg
5704,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_67.jpg
5705,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_68.jpg
5706,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_69.jpg
5707,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_7.jpg
5708,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_70.jpg
5709,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_71.jpg
5710,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_72.jpg
5711,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_73.jpg
5712,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_74.jpg
5713,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_75.jpg
5714,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_76.jpg
5715,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_77.jpg
5716,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_78.jpg
5717,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_79.jpg
5718,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_8.jpg
5719,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_80.jpg
5720,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_81.jpg
5721,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_82.jpg
5722,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_83.jpg
5723,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_84.jpg
5724,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_85.jpg
5725,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_86.jpg
5726,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_87.jpg
5727,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_88.jpg
5728,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_89.jpg
5729,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_9.jpg
5730,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_90.jpg
5731,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_91.jpg
5732,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_92.jpg
5733,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_93.jpg
5734,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_94.jpg
5735,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_95.jpg
5736,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_96.jpg
5737,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_97.jpg
5738,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_98.jpg
5739,D:\Nepali_character_Recognisation\Nepali_Character_dataset\35\Img_99.jpg
5740,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_0.jpg
5741,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_1.jpg
5742,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_10.jpg
5743,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_100.jpg
5744,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_101.jpg
5745,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_102.jpg
5746,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_103.jpg
5747,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_104.jpg
5748,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_105.jpg
5749,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_106.jpg
5750,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_107.jpg
5751,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_108.jpg
5752,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_109.jpg
5753,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_11.jpg
5754,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_110.jpg
5755,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_111.jpg
5756,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_112.jpg
5757,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_113.jpg
5758,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_114.jpg
5759,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_115.jpg
5760,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_116.jpg
5761,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_117.jpg
5762,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_118.jpg
5763,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_119.jpg
5764,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_12.jpg
5765,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_120.jpg
5766,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_121.jpg
5767,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_122.jpg
5768,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_123.jpg
5769,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_124.jpg
5770,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_125.jpg
5771,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_126.jpg
5772,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_127.jpg
5773,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_128.jpg
5774,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_129.jpg
5775,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_13.jpg
5776,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_130.jpg
5777,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_131.jpg
5778,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_132.jpg
5779,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_133.jpg
5780,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_134.jpg
5781,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_135.jpg
5782,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_136.jpg
5783,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_137.jpg
5784,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_138.jpg
5785,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_139.jpg
5786,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_14.jpg
5787,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_140.jpg
5788,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_141.jpg
5789,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_142.jpg
5790,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_143.jpg
5791,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_144.jpg
5792,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_145.jpg
5793,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_146.jpg
5794,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_147.jpg
5795,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_148.jpg
5796,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_149.jpg
5797,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_15.jpg
5798,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_150.jpg
5799,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_151.jpg
5800,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_152.jpg
5801,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_153.jpg
5802,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_154.jpg
5803,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_155.jpg
5804,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_156.jpg
5805,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_157.jpg
5806,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_158.jpg
5807,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_159.jpg
5808,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_16.jpg
5809,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_160.jpg
5810,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_161.jpg
5811,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_162.jpg
5812,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_163.jpg
5813,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_164.jpg
5814,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_165.jpg
5815,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_166.jpg
5816,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_167.jpg
5817,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_168.jpg
5818,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_169.jpg
5819,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_17.jpg
5820,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_170.jpg
5821,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_171.jpg
5822,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_172.jpg
5823,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_173.jpg
5824,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_174.jpg
5825,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_175.jpg
5826,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_176.jpg
5827,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_177.jpg
5828,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_178.jpg
5829,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_179.jpg
5830,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_18.jpg
5831,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_180.jpg
5832,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_181.jpg
5833,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_182.jpg
5834,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_183.jpg
5835,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_184.jpg
5836,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_185.jpg
5837,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_186.jpg
5838,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_187.jpg
5839,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_188.jpg
5840,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_189.jpg
5841,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_19.jpg
5842,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_190.jpg
5843,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_191.jpg
5844,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_192.jpg
5845,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_193.jpg
5846,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_194.jpg
5847,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_195.jpg
5848,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_196.jpg
5849,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_197.jpg
5850,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_198.jpg
5851,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_199.jpg
5852,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_2.jpg
5853,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_20.jpg
5854,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_200.jpg
5855,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_201.jpg
5856,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_202.jpg
5857,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_203.jpg
5858,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_204.jpg
5859,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_21.jpg
5860,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_22.jpg
5861,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_23.jpg
5862,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_24.jpg
5863,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_25.jpg
5864,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_26.jpg
5865,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_27.jpg
5866,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_28.jpg
5867,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_29.jpg
5868,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_3.jpg
5869,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_30.jpg
5870,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_31.jpg
5871,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_32.jpg
5872,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_33.jpg
5873,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_34.jpg
5874,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_35.jpg
5875,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_36.jpg
5876,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_37.jpg
5877,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_38.jpg
5878,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_39.jpg
5879,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_4.jpg
5880,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_40.jpg
5881,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_41.jpg
5882,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_42.jpg
5883,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_43.jpg
5884,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_44.jpg
5885,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_45.jpg
5886,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_46.jpg
5887,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_47.jpg
5888,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_48.jpg
5889,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_49.jpg
5890,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_5.jpg
5891,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_50.jpg
5892,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_51.jpg
5893,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_52.jpg
5894,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_53.jpg
5895,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_54.jpg
5896,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_55.jpg
5897,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_56.jpg
5898,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_57.jpg
5899,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_58.jpg
5900,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_59.jpg
5901,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_6.jpg
5902,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_60.jpg
5903,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_61.jpg
5904,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_62.jpg
5905,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_63.jpg
5906,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_64.jpg
5907,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_65.jpg
5908,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_66.jpg
5909,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_67.jpg
5910,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_68.jpg
5911,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_69.jpg
5912,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_7.jpg
5913,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_70.jpg
5914,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_71.jpg
5915,D:\Nepali_character_Recognisation\Nepali_Character_dataset\36\Img_72.jpg
